memberID,id,type,typeId,title,organisation,startMonth,startYear,endMonth,endYear
2709,5276,Non political,1,Chairman,Global Warming Policy Foundation,,2018.0,,2019.0
2709,5277,Public life,2,Trustee,Common Good Charity,,2015.0,,2019.0
2709,3197,Non political,1,Chairman,Starting Price Regulatory Commission ,,2003.0,,
2709,3198,Public life,2,Minister for Farming and the Food Industry,Ministry of Agriculture,,1997.0,,1999.0
2709,3196,Non political,1,Director,Kleinwort Benson Investment Bank,,1986.0,,1988.0
2709,3195,Non political,1,Partner,Grieveson Grant Stockbrokers,,1983.0,,1986.0
2709,3194,Non political,1,Assistant Editor,The Times,,1982.0,,1983.0
2709,3193,Non political,1,Senior Adviser to the Prime Minister,10 Downing Street,,1974.0,,1979.0
2709,3192,Non political,1,Reader in Politics,London School of Economics,,1963.0,,1974.0
2732,1812,Non political,1,Director,BMG Music Rights Management,,2009.0,,
2732,1809,Non political,1,Partner/Adviser,KKR,,2005.0,,2010.0
2732,1811,Non political,1,Director,Honeywell Inc,,2002.0,,
2732,1813,Public life,2,Chairman,Southbank Centre,,2002.0,,2008.0
2732,1810,Non political,1,Senior Director,Diageo plc,,2001.0,,2011.0
2732,1815,Public life,2,Founder and Trustee,Institute for Public Policy Research (IPPR),,1998.0,,
2732,1814,Public life,2,Governor,London School of Economics (LSE),,1997.0,,2003.0
2732,1808,Non political,1,CEO,UBM plc,,1974.0,,2005.0
2732,3324,Non political,1,Director,Pro Sieben,,,,
2732,3325,Non political,1,Director,BAE Systems,,,,
2760,6328,Non political,1,Director,Sulnox Group plc,,2021.0,,
2760,6107,Public life,2,Patron,Friends of Fairfax House,,2017.0,,
2760,4208,Non political,1,"Chairman, Advisory Board",Hawk-i Worldwide Ltd,,2015.0,,
2760,4205,Non political,1,Chairman,SCF Overseas Holding Ltd,,2012.0,,2020.0
2760,4206,Non political,1,Chairman,SCF Management Services Ltd,,2012.0,,2020.0
2760,4207,Non political,1,Director,North of England P&I Association Ltd,,2011.0,,2020.0
2760,5330,Non political,1,Director ,Sovcomflot (UK) Ltd ,,2005.0,,2020.0
2766,6111,Non political,1,Non Executive Director,Jusan Technologies Ltd (UK),6.0,2022.0,,
2766,6114,Public life,2,Advisor,Ukraine Invest,,2020.0,,
2766,6116,Public life,2,Advisor,"Elpro International School, Pune, India",,2020.0,,
2766,6115,Public life,2,Director,Spiral (charity),,2015.0,,
2766,6113,Public life,2,Director,Royal Air Force Museum,,2010.0,11.0,2021.0
2766,6117,Public life,2,Deputy Chair,International Medical Education Trust - 2000,,2010.0,,
2766,6112,Public life,2,Chairman,Institute for Collaborative Working,,2009.0,,
2766,6110,Non political,1,Founder/Chairman,Senate Consulting Ltd and Senate Publishing Ltd,,2004.0,,
2766,6109,Non political,1,Founder/Chairman,Personnel Publications Ltd,,1984.0,,
2766,6108,Non political,1,Founder/Chairman,Centurion Press Ltd,,1971.0,,
2769,4590,Public life,2,Chair,Memorial Gates Trust - Constitution Hill,,1998.0,,2009.0
2778,2108,Public life,2,Chairman,Salzburg Festival Trust,,1998.0,,2003.0
2778,2107,Public life,2,Vice Chairman,Salzburg Festival Trust,,1997.0,,1998.0
2778,2106,Public life,2,Chairman,Festival of Arts and Culture,,1994.0,,1995.0
2778,789,Public life,2,Chairman,London Arts Season,,1993.0,,1996.0
2778,793,Public life,2,Chairman,Better Business Opportunities,,1990.0,,1998.0
2778,790,Public life,2,Chairman,Shopping Hours Reform Council,,1988.0,,1994.0
2778,792,Public life,2,Chairman,The Quality Mark,,1987.0,,1992.0
2778,787,Public life,2,Member,English Tourist Board,,1986.0,,1996.0
2778,791,Public life,2,Chairman,Young Entrepreneurs Fund,,1985.0,,1994.0
2778,786,Non political,1,Chairman,WatchPost Ltd,,1983.0,,
2778,788,Public life,2,Founder and Chairman,Better Made in Britain,,1983.0,,1998.0
2778,785,Non political,1,Managing Director,Solport Ltd,,1980.0,,1985.0
2778,2102,Public life,2,Member,Post Office Users' National Council,,1978.0,,1981.0
2778,2103,Public life,2,Chairman,Clothing EDC (NEDO),,1978.0,,1985.0
2778,784,Non political,1,Chairman,Martlet Services Ltd,,1973.0,,1981.0
2793,2271,Non political,1,Archbishop of Armagh,Anglican Church,,1986.0,,2006.0
2793,5921,Non political,1,Primate of All Ireland,Anglican Church,,1986.0,,2006.0
2793,2965,Non political,1,Bishop of Down and Dromore,Anglican Church,,1980.0,,1986.0
2793,2964,Non political,1,Bishop of Derry and Raphoe,Anglican Church,,1975.0,,1980.0
2793,2963,Non political,1,"Rector of Gilnahirk and Rector of St Mark's, Dundela",Anglican Church,,1966.0,,1974.0
2793,2962,Non political,1,Law researcher and Lecturer,"Queen's University Law School, Belfast",,1960.0,,1963.0
2802,6451,Non political,1,Chairman,Higher Ed Partners,,2017.0,,
2802,6454,Non political,1,Chairman,Jersey Financial Services Commission,,2014.0,,2020.0
2802,6452,Non political,1,Chairman,"Advisory Board, Institute of Policy Research, University of Bath",,2013.0,,
2802,6457,Public life,2,Chairman,Royal Opera House Pension Fund,,2007.0,,2019.0
2802,6456,Public life,2,Chairman,British Library,,2001.0,,2006.0
2802,6453,Non political,1,Advisor,Palamon Capital Partners,,2000.0,,
2802,6455,Public life,2,"Member, Board of Directors",Royal Opera House,,1998.0,,2006.0
2812,1499,Public life,2,Chairman,Quality and Standards Committee of City and Guilds Institute of London,,1999.0,,2004.0
2812,1497,Public life,2,Licensed Lay Minister,Diocese of Oxford,,1998.0,,
2812,5109,Public life,2,Chairman and Founder,Divert Trust,,1993.0,,1999.0
2812,1492,Public life,2,Trustee,City Parochial Foundation and Trust for London,,1991.0,,1997.0
2812,1496,Public life,2,Chairman,Intermediate Treatment Fund,,1990.0,,1993.0
2812,5111,Public life,2,Member,Takeover Panel,,1989.0,,1990.0
2812,1519,Public life,2,Chairman,Govt Enquiry into Discipline in Schools,,1988.0,,
2812,1491,Political,3,Deputy Chairman,Andry Montgomery Ltd,,1987.0,,2002.0
2812,1498,Public life,2,Chairman,"Financial Intermediaries, Managers and Brokers Regulatory Association",,1987.0,,1990.0
2812,2610,Political,3,Deputy Chairman,Association of Conservative Peers,,1987.0,,1993.0
2812,2609,Political,3,Minister of State,Department of the Environment,,1985.0,,1986.0
2812,2608,Political,3,Minister of State,Home Office,,1984.0,,1985.0
2812,2607,Political,3,Parliamentary Under-Secretary of State,Home Office,,1982.0,,1984.0
2812,2606,Political,3,Parliamentary Under-Scretary of State,Department of Health and Social Security,,1981.0,,1982.0
2812,2605,Political,3,Parliamentary Under-Secretary of State,Northern Ireland,,1979.0,,1981.0
2812,5110,Public life,2,Member,Boyd Commission (observing independence elections in Rhodesia),,1979.0,,
2812,1490,Non political,1,Director,Overseas Exhibitions Ltd and Building Trades Exhibitions Ltd ,,1977.0,,1979.0
2812,5108,Political,3,"Candidate, General Election",Loughborough Division and Leicestershire,,1970.0,,
2812,1495,Non political,1,Lecturer,Bishop Lonsdale College of Education,,1969.0,,1970.0
2812,1494,Non political,1,Assistant Master,"Fairham Comprehensive School, Nottingham",,1967.0,,1969.0
2812,1489,Political,3,"Candidate, General Election",Loughborough Division and Leicestershire,,1966.0,,
2812,1493,Non political,1,Assistant Master,Loughborough Grammar School,,1962.0,,1967.0
2816,5420,Political,3,"Deputy Minister for Culture, Sport and Tourism",National Assembly for Wales ,,2018.0,,
2816,5421,Political,3,"Minister for Culture, Sport and Tourism",National Assembly for Wales,,2017.0,,2018.0
2816,4576,Political,3,Chair,Future Landscapes Wales,,2015.0,,2017.0
2816,4578,Political,3,"Chair, Assembly Committee on Environment and Sustainability",National Assembly for Wales,,2011.0,,2014.0
2816,4579,Political,3,Constitutional & Legislative Affairs Committee,National Assembly for Wales,,2011.0,,2017.0
2816,4580,Political,3,Privy Councellor,,,2004.0,,
2816,4582,Public life,2,Chancellor,Bangor University,,2000.0,,2017.0
2816,4577,Political,3,Assembly Member,National Assembly for Wales,,1999.0,,
2816,4581,Non political,1,Chairman,Welsh Language Board,,1994.0,,1999.0
3121,2664,Political,3,President,Taunton Deane Conservative Association,,2011.0,,
3121,2666,Public life,2,Deputy Speaker,House of Lords,,2011.0,,
3121,829,Public life,2,President,Somerset Contract Bridge Association,,2007.0,,
3121,824,Public life,2,President,Somerset Opera,,2005.0,,
3121,828,Public life,2,Trustee,Hestercombe Gardens Trust,,2001.0,,2008.0
3121,2665,Public life,2,Deputy Speaker,House of Lords,,1994.0,,2003.0
3121,827,Public life,2,Chairman of Council,The Stroke Association,,1993.0,,2003.0
3121,826,Public life,2,Governor,Castle School Taunton,,1992.0,,1996.0
3121,821,Non political,1,Director,Broadleigh Nurseries Ltd,,1991.0,,
3121,825,Public life,2,President,Somerset Wildlife Trust,,1980.0,,2014.0
3121,822,Public life,2,Vice Chairman,Council for Environmental Cooperation,,1979.0,,1981.0
3121,823,Public life,2,President,British Naturalists Association,,1979.0,,1995.0
3121,3753,Non political,1,President,British Naturalists Association,,1975.0,,1995.0
3121,3752,Non political,1,CEO,Broadleigh Nurseries Ltd,,1972.0,,1981.0
3121,2662,Non political,1,Volunteer (Zambia),Voluntary Service Overseas,,1969.0,,1971.0
3124,2413,Public life,2,Trustee,Abertay University,,2001.0,,
3124,2408,Public life,2,Governor,London Business School,,1998.0,,2001.0
3124,2411,Public life,2,Member,Engineering Council,,1998.0,,2001.0
3124,2395,Non political,1,Chief Executive,GEC/Marconi plc,,1996.0,,2001.0
3124,2407,Public life,2,Governor,National Institute of Economic and Social Research,,1996.0,,
3124,2410,Public life,2,Commissioner,Institute for Public Policy Research (IPPR),,1996.0,,1997.0
3124,2412,Public life,2,Member,Mayor of Shanghai Business Advisory Council,,1996.0,,1997.0
3124,2406,Public life,2,President,Society of Motor Manufacturers,,1995.0,,1996.0
3124,2396,Non political,1,Chief Executive,Lucas plc,,1994.0,,1996.0
3124,2405,Public life,2,Industrial Professor,University of Warwick,,1992.0,,
3124,2397,Non political,1,Deputy Chief Executive,British Aerospace plc,,1990.0,,1994.0
3124,2399,Non political,1,Non-Executive Director,Pilkington plc,,1990.0,,
3124,2400,Non political,1,Non-Executive Director,ICI plc,,1990.0,,
3124,2401,Non political,1,Non-Executive Director,Alstom SA,,1990.0,,
3124,2402,Non political,1,Non-Executive Director,Nestlé SA,,1990.0,,
3124,2403,Non political,1,Non-Executive Director,Bank of Scotland plc,,1990.0,,
3124,2404,Non political,1,Non-Executive Director,Triumph Inc,,1990.0,,
3124,2409,Public life,2,Governor,Davos - Automotive Section,,1990.0,,1996.0
3124,2398,Non political,1,Chief Executive/Chairman,Rover Group plc,,1989.0,,1994.0
3125,3163,Public life,2,President,"Birkbeck College, University of London",,1998.0,,2002.0
3125,3164,Public life,2,Lay Member,Press Complaints Commission,,1996.0,,2002.0
3128,3385,Public life,2,Trustee,Safety House,,2015.0,,2016.0
3128,3386,Public life,2,Trustee,Road Safety Trust,,2015.0,,2016.0
3128,4145,Public life,2,Patron,Road Victims Trust,,2010.0,,
3128,4146,Public life,2,Younger Brother,Trinity House,,2007.0,,
3128,3388,Public life,2,President,GEM Motoring Assist,,2004.0,,
3128,3387,Public life,2,President,Driving Instructors Association,,2000.0,,2013.0
3128,3384,Public life,2,Trustee,"Guild of Experienced Motorists, Road Safety Charity",,1999.0,,
3134,1199,Public life,2,President,Windward Islands Research and Education Foundation,,2000.0,,
3134,1198,Non political,1,Dean,"School of Veterinary Medicine, University of Cambridge",,1978.0,,1993.0
3137,5701,Public life,2,Board Member,Scottish Environment Protection Agency (SW),,1999.0,,2008.0
3137,5702,Public life,2,Board Member,Scottish Enterprise Dumfries and Galloway,,1998.0,,2008.0
3147,3960,Public life,2,Deputy Lieutenant,Devonshire,,1999.0,,
3147,3959,Public life,2,Deputy Lieutenant,Wiltshire,,,,
3153,6442,Non political,1,Founding and Executive Trustee,"The Rannoch Charitable Trust, OSCR no. SC017555",,1984.0,,
3163,2830,Public life,2,Chancellor,University of Westminster,,2006.0,,2014.0
3163,4640,Non political,1,Chairman,Olympic Development Committee responsible for Land Acquisition,,2005.0,,2011.0
3163,5082,Public life,2,Chairman,Piggy Bank Kids,,2002.0,,2013.0
3163,5081,Public life,2,Director,Royal Albert Hall,,2001.0,,2006.0
3163,2004,Non political,1,Board Member,Board of London Development Agency,,2000.0,,2005.0
3163,2006,Public life,2,Co-Chair,India-UK Round Table,,2000.0,,2005.0
3163,2829,Public life,2,Chancellor,University of Wolverhampton,,1998.0,,
3163,4641,Public life,2,Pro-chancellorship and Chancellorship,University of West London,,1997.0,,1998.0
3163,4642,Public life,2,Member of President's Cabinet,"Chapman University, Orange, California",,1996.0,,
3163,5079,Non political,1,President,UK Steel Producers Association,,1994.0,,1995.0
3163,2005,Non political,1,Chairman,Caparo Group Ltd,,1978.0,,
3163,5080,Public life,2,Chairman,Ambika Paul Foundation,,1978.0,,
3167,4866,Public life,2,"Chairman, Jury",Pritzker Prize for Architecture,,2004.0,,2016.0
3167,4867,Public life,2,Governor ,Whitgift School	,,2002.0,,2010.0
3167,4868,Public life,2,Chairman,Serpentine Gallery,,1994.0,,2014.0
3167,4869,Public life,2,Chancellor ,Portsmouth University,,1992.0,,2007.0
3167,4870,Public life,2,Chairman ,Arts Council of Great Britain,,1989.0,,1994.0
3175,2044,Public life,2,Chancellor,Coventry University,,1995.0,,2007.0
3175,2041,Political,3,Past President ,European Parliament,,1987.0,,1990.0
3175,2815,Public life,2,Chancellor,Coventry University,,1982.0,,1994.0
3175,2040,Political,3,Member,European Parliament,,1979.0,,1999.0
3175,2042,Political,3,Board Member,Lloyds Bank,,1979.0,,1989.0
3175,2808,Political,3,MEP,,,1979.0,,1999.0
3175,2812,Public life,2,Non Executive Director,United Biscuits,,1979.0,,1990.0
3175,2813,Public life,2,Non Executive Director,Fisons,,1979.0,,1984.0
3175,2814,Public life,2,Non Executive Director,Lloyds Bank TSB,,1979.0,,1990.0
3175,2811,Non political,1,President,C.O.P.A. (Committee of Professional Agriculture),,1976.0,,1979.0
3175,2810,Non political,1,President,International Policy Council: Agriculture and Trade,,1972.0,,1980.0
3175,2043,Non political,1,President,National Farmers' Union,,1970.0,,1979.0
3175,2809,Non political,1,President,National Federation of Young Farmers,,1960.0,,1970.0
3179,5298,Public life,2,Vice Chair ,Cumberland Lodge,,2019.0,,
3179,4998,Public life,2,President,National Council for Voluntary Organisations (NCVO),,2018.0,,
3179,3392,Non political,1,Chair,Big Society Trust,,2015.0,,
3179,4997,Public life,2,Trustee,Cumberland Lodge (Educational charity),,2014.0,,
3179,2139,Non political,1,Chair,Professional Standards Authority,,2008.0,,2014.0
3179,4996,Public life,2,Patron,Herefordshire Carers Support,,2008.0,,
3179,2140,Public life,2,Chair,Voluntary Sector Advisory Board,,2007.0,,2010.0
3179,4465,Political,3,Chair,"Cabinet Office, Advisory Body",,2006.0,,2010.0
3179,2138,Non political,1,Chair,Children and Family Court Advisory and Support Service,,2003.0,,2008.0
3179,6091,Public life,2,Vice President,Carers UK,,2001.0,,
3179,2137,Non political,1,Chair,New Opportunities Fund,,1998.0,,2003.0
3179,2136,Non political,1,CEO,Carers UK,,1988.0,,1998.0
3187,4019,Public life,2,Chair,Higher Education Commission,,2012.0,,
3187,4012,Political,3,Convenor,Campaign for an Effective Second Chamber,,2002.0,,
3187,4018,Non political,1,Head of Department of Politics and International Studies,University of Hull,,2002.0,,2007.0
3187,4020,Public life,2,Director of Studies,Hansard Society,,2002.0,,
3187,4013,Political,3,Chair,Conservative Academic Group,,2000.0,,
3187,4022,Public life,2,Trustee,History of Parliament,,1999.0,,
3187,4769,Political,3,Chair,"Standards Committee, City of Hull",,1999.0,,2003.0
3187,4021,Public life,2,Editor,The Journal of Legislative Studies,,1995.0,,
3187,4770,Non political,1,Director of Centre for Legislative Studies,University of Hull,,1992.0,,
3187,4023,Public life,2,Governor,"King Edward VI Grammar School, Louth",,1988.0,,
3187,4024,Public life,2,Governor,"King Edward VI Grammar School, Louth",,1988.0,,
3187,4014,Non political,1,Professor of Government,University of Hull,,1986.0,,
3187,4015,Non political,1,Reader,University of Hull,,1984.0,,1986.0
3187,4016,Non political,1,Senior Lecturer,University of Hull,,1982.0,,1984.0
3187,4017,Non political,1,Lecturer,University of Hull,,1977.0,,1982.0
3191,4784,Public life,2,Advisory Board Member,Iman Foundation,,2016.0,,
3191,4785,Public life,2,Trustee,Fortune Forum,,2006.0,,
3191,4075,Non political,1,Director,Mars Asset Management,,1996.0,,2006.0
3191,4074,Non political,1,Investment Manager,Smith & Williamson,,1993.0,,1995.0
3191,4073,Non political,1,Senior Fund Manager,Taylor Young Investment Management Ltd,,1990.0,,1993.0
3191,4783,Non political,1,Investment Analyst / Fund Manager,Baring Investment Mangements Ltd,,1983.0,,1989.0
3191,4072,Non political,1,Credit Analyst,Baring Brothers & Co Ltd,,1981.0,,1983.0
3191,4071,Non political,1,Trainee Accountant,Dixon-Wilson Co,,1976.0,,1980.0
3217,129,Public life,2,Chairman,Chichester Cathedral Council,,2009.0,,
3217,128,Non political,1,Non-Executive Director,British Airways,,1993.0,,2004.0
3217,125,Non political,1,Managing Director,Barbican Centre,,1990.0,,1995.0
3217,126,Non political,1,Non Executive Director,Tesco Plc,,1985.0,,2000.0
3217,124,Non political,1,Managing Director,Milk Marketing Board of England and Wales,,1984.0,,1989.0
3217,127,Non political,1,Non Executive Director,Midland Bank,,1984.0,,1993.0
3217,130,Political,3,Member,Conservative Party,,1981.0,,
3226,2988,Public life,2,Patron,Friends of Richmond Park,,2013.0,,
3226,2986,Public life,2,Emeritus Chancellor,University of East London,,2012.0,,
3226,2984,Public life,2,President,Mencap,,2000.0,,
3226,2985,Public life,2,President,Normansfield and Richmond Foundation,,1994.0,,
3226,2983,Public life,2,Chairman,Mencap,,1988.0,,2000.0
3226,2987,Public life,2,Chairman and Governor,Rix-Thompson-Rothenberg Foundation,,1987.0,,
3226,2982,Non political,1,Secretary General,Mencap,,1980.0,,1987.0
3226,2981,Non political,1,Actor and Manager,Brian Rix Enterprises,,1947.0,,1979.0
3235,872,Public life,2,Panel Member,Robert Hamhill Enquiry,,2006.0,,2011.0
3235,873,Public life,2,Chair,Board for the Management for Methodist Schools,,2005.0,,2011.0
3235,871,Public life,2,President,Churches Together in England,,1995.0,,1999.0
3235,870,Non political,1,President,Methodist Church,,1992.0,,1993.0
3235,869,Non political,1,Ordained Minister,Methodist Church,,1976.0,,
3242,5260,Political,3,Co-Chair,All-Party Parliamentary Group for London's Green Belt,,2017.0,,
3242,5259,Political,3,President,All-Party Parliamentary Group on Design and Innovation,,2012.0,,
3242,1081,Political,3,Chief Advisor on Architecture and Urbanism to the Mayor of London Boris Johnson,Greater London Authority,,2008.0,,2009.0
3242,1085,Public life,2,President,National Communities Resource Centre,,2006.0,,
3242,1080,Political,3,Chief Advisor on Architecture and Urbanism to the Mayor of London Ken Livingstone,Greater London Authority,,2001.0,,2008.0
3242,1083,Public life,2,Honorary Trustee,"Museum of Modern Art, New York",,2001.0,,
3242,1079,Political,3,Chairman,Urban Task Force,,1998.0,,2005.0
3242,1084,Public life,2,Trustee,Doctors of the world,,1997.0,,2017.0
3242,5261,Public life,2,Deputy Chairman,Arts Council of England,,1994.0,,1997.0
3242,5262,Public life,2,Chairman of the Board,Tate Gallery,,1981.0,,1989.0
3242,1082,Non political,1,Partner,Rogers Stirk Harbour + Partner,,1977.0,,
3268,969,Public life,2,President,Film Distributors Association,,2009.0,,
3268,973,Public life,2,Trustee,The Eden Project,,2009.0,,2012.0
3268,968,Public life,2,Chairman,North Music Trust (The Sage Gateshead),,2007.0,,2012.0
3268,967,Public life,2,Chancellor,Open University,,2006.0,,2014.0
3268,970,Public life,2,Trustee,Thompson Foundation,,2003.0,,2014.0
3268,971,Public life,2,President,UNICEF UK,,2002.0,,2009.0
3268,3955,Public life,2,Chair,BAFTA Trustees ,,2002.0,,2004.0
3268,972,Public life,2,Founding Chair,Teaching Awards,,1998.0,,2008.0
3268,3948,Public life,2,Chancellor,University of Sunderland,,1998.0,,2007.0
3268,3954,Public life,2,Chair,"The National Endowment for Science, Technology and the Arts ",,1998.0,,2003.0
3268,3953,Public life,2,Trustee,National Museum of Science and Technology ,,1996.0,,2003.0
3268,3950,Public life,2,Chair,"The National Museum of Photography, Film and Television ",,1994.0,,2003.0
3268,3951,Public life,2,Chair,"Chair, National Film and Television School Ltd.",,1987.0,,1996.0
3268,3949,Public life,2,Trustee,The Tate Gallery ,,1985.0,,1992.0
3268,3952,Public life,2,Governor,National Film and Television School Ltd. ,,1974.0,,1987.0
3268,966,Non political,1,Independent Film Producer,Enigma Productions Ltd,,1968.0,,
3274,3328,Public life,2,President,National Health Forum (now UK Health),,2015.0,,
3274,3326,Public life,2,Chairperson,Healthlink Worldwide,,1992.0,,1997.0
3274,4226,Public life,2,"Trustee, Hon Sec, President",UK Health Forum,,1988.0,,
3274,3327,Public life,2,Trustee,National Health Forum (now UK Health),,1986.0,,
3274,1683,Non political,1,Medical Practitioner (Lecturer in epidemiology),NHS,,1968.0,,1993.0
3274,4224,Non political,1,General Medical Practitioner,NHS,,1968.0,,1993.0
3274,4776,Non political,1,General Medical Practitioner,NHS,,1968.0,,1993.0
3274,4225,Non political,1,Lecturer in Social Medicine,"St Thomas' Hospital, London",,1966.0,,1968.0
3274,1682,Non political,1,Medical Practitioner (Lecturer in epidemiology),"University of London, St Thomas' Hospital",,1965.0,,1968.0
3274,4223,Non political,1,Resident Fellow in Paediatrics,"University of Ibaden, Nigeria",,1962.0,,1965.0
3274,1681,Non political,1,General Medical Practitioner,NHS,,1957.0,,1962.0
3275,1995,Non political,1,Partner,RT Associates,,2012.0,,
3275,883,Political,3,"Chair, Campaigns Committee",Liberal Democrats,,2000.0,,2006.0
3275,885,Non political,1,Partner,Argonaut Associates,,1995.0,,2012.0
3275,882,Political,3,Treasurer,Liberal Democrats,,1988.0,,2000.0
3275,1994,Political,3,Deputy Leader and Chair of Policy and Resources Committee,Richmond on Thames Council,,1983.0,,1997.0
3275,881,Political,3,Councillor,Richmond on Thames Council,,1974.0,,1998.0
3275,884,Non political,1,Partner,Frere Cholmeley Bischoff,,1973.0,,1995.0
3278,2686,Public life,2,Extra Baroness in Waiting,Lord Chamberlain's Office,,2012.0,,
3278,4643,Public life,2,Chairman,English College in Prague,,2008.0,,2016.0
3278,2688,Public life,2,President,British Antique Dealers' Association (BADA),,2005.0,,2012.0
3278,2685,Public life,2,Governor,The Chevening Estate,,2002.0,,
3278,2690,Public life,2,President,National Council for Voluntary Organisations,,2002.0,,2007.0
3278,6441,Public life,2,President,NCVO,,2002.0,,2007.0
3278,2681,Political,3,Shadow Foreign Affairs and International Development Spokesman,House of Lords,,1998.0,,2010.0
3278,2687,Public life,2,Chairman,King's College London,,1998.0,,2007.0
3278,2682,Political,3,Shadow Whip (Culture & Foreign Affairs),House of Lords,,1997.0,,1998.0
3278,2691,Public life,2,Governor,American University in Bulgaria,,1991.0,,2010.0
3278,2683,Political,3,Conservative Member for Essex South West,European Parliament,,1989.0,,1994.0
3278,4644,Public life,2,MEP for Essex and South West,European Parliament,,1989.0,,1994.0
3278,2689,Public life,2,Honorary Vice President,The British Red Cross Society,,1964.0,,
3278,2678,Non political,1,WNHR Nurse,Westminster Hospital/Red Cross,,1963.0,,1968.0
3333,5225,Public life,2,Trustee,The Winston Churchill Memorial Trust,,2013.0,,
3333,4704,Public life,2,Lord Lieutenant,County Fermanagh,,2012.0,,
3333,4702,Non political,1,Board Member,N.I Policing Board ,,2000.0,,2004.0
3333,4705,Public life,2,Personal Lord in Waiting,To HM The Queen ,,1997.0,,
3333,4706,Public life,2,Hon. Colonel,Royal Irish Regiment,,1997.0,,2008.0
3333,5223,Non political,1,Board Member,"Basel International, Jersey",,1997.0,,2010.0
3333,4701,Public life,2,High Sheriff,County Fermanagh,,1995.0,,1995.0
3333,5224,Public life,2,President,ABF The Soldiers' Charity Northern Ireland,,1995.0,,
3333,4700,Non political,1,Non Executive Director,Green Park Healthcare Trust,,1993.0,,2001.0
3333,5367,Public life,2,Vice President,The Somme Association,,1990.0,,
3333,4703,Public life,2,Deputy Lieutenant,County Fermanagh,,1987.0,,2012.0
3333,1881,Non political,1,Owner,Colebrooke Park,,1973.0,,
3333,4707,Non political,1,Commisioned Officer,HM Forces,,1972.0,,1994.0
3337,80,Non political,1,Chairman,King's Health Partners,,2010.0,,2014.0
3337,2357,Public life,2,Chairman,Review of Intelligence on Weapons of Mass Destruction,,2004.0,,2004.0
3337,2356,Public life,2,Member,Royal Commission on Future of the House of Lords,,1999.0,,1999.0
3337,79,Non political,1,Master,"University College, Oxford",,1998.0,,2008.0
3337,81,Non political,1,Non-Executive Director,HSBC,,1998.0,,2008.0
3337,82,Non political,1,Non-Executive Director,Imperial Chemical Industries,,1998.0,,2007.0
3337,2372,Public life,2,Master,"University College, Oxford",,1998.0,,2008.0
3337,3085,Public life,2,Chairman,Dulwich College Governors,,1997.0,,2003.0
3337,78,Non political,1,Secretary of the Cabinet and Head of Civil Service,HM Civil Service,,1988.0,,1998.0
3337,3084,Public life,2,Chairman,Harrow School Governors,,1987.0,,1991.0
3343,3664,Non political,1,Director,D. Byford (farm),,2013.0,,
3343,3665,Public life,2,Master,Worshipful Company of Farmers,,2013.0,,2014.0
3343,1822,Public life,2,Underward,Worshipful Company of Farmers,,2011.0,,2012.0
3343,3667,Public life,2,Deputy Lord Lieutenant,Leicestershire,,2010.0,,
3343,1821,Public life,2,President,Leicestershire Clubs for Young People (now 'Young Leicestershire'),,2006.0,,
3343,1823,Public life,2,Lay Canon,Leicester Cathedral,,2003.0,,
3343,3661,Political,3,President,Conservative National Union,,1996.0,,
3343,1992,Public life,2,Committee Member,Rail Users Consultative Committee,,1994.0,,1995.0
3343,3660,Political,3,Chairman,Conservative Womens National Committee,,1990.0,,1993.0
3343,1820,Public life,2,Committee Member,Transport Users Consultative Committee,,1989.0,,1994.0
3343,1819,Public life,2,Leicestershire County Organiser,Women’s Royal Voluntary Service (WRVS),,1972.0,,1976.0
3343,1818,Public life,2,Leicestershire County Staff,Women’s Royal Voluntary Service (WRVS),,1961.0,,1976.0
3343,1817,Non political,1,Poultry Farmer,Own business,,1957.0,,1962.0
3349,5546,Non political,1,Governing Bencher,Inner Temple,,2019.0,,
3349,5533,Political,3,President,Henley Constituency,,2015.0,,
3349,5548,Public life,2,Trustee,Index on Censorship,,2015.0,,2017.0
3349,5549,Public life,2,School Governor,Langley hall Primary Academy,,2015.0,,2017.0
3349,5531,Public life,2,Parliamentary Delegate,Council of Europe,,2013.0,,2015.0
3349,5538,Non political,1,Non Executive Director,Local World Ltd,,2013.0,,2015.0
3349,5550,Public life,2,"Chairman, Advisory Board",Samaritans UK,,2011.0,,2017.0
3349,5539,Non political,1,Chairman,Press Complaints Commission,,2009.0,,2011.0
3349,5540,Non political,1,Chief Executive ,Advertising Association,,2007.0,,2009.0
3349,5541,Non political,1,Non Executive Director,Affinity Water plc,,2006.0,,2015.0
3349,5551,Public life,2,Member,RSA Risk Commission,,2006.0,,2010.0
3349,5552,Public life,2,Founder Patron ,Institute for Paralegals,,2005.0,,2009.0
3349,5553,Public life,2,FRSA,RSA,,2004.0,,2011.0
3349,5542,Non political,1,"Member, Advisory Board",Gow and Partners,,2003.0,,2005.0
3349,5555,Public life,2,Ambassador,The Guides Association,,2002.0,,
3349,5556,Public life,2,Vice President,Henley Society,,2002.0,,
3349,5554,Public life,2,Patron,PALS (Charity),,2000.0,,2015.0
3349,5532,Political,3,Deputy to Shadow Lord Chancellor,,,1999.0,,2006.0
3349,5557,Public life,2,Patron ,Foundation for International Commercial Arbitration and Dispute Resolution,,1999.0,,2010.0
3349,5534,Political,3,President,Slough Constituency,,1997.0,,2001.0
3349,5535,Political,3,Vice Chairman,Conservative Party,,1997.0,,2001.0
